R_Peak_22,R_Trough_22,R_Peak_24,R_Trough_24,R_Peak_25,R_Trough_25,R_Peak_26,R_Trough_26,R_Peak_27,R_Trough_27,R_Peak_28,R_Trough_28,R_Peak_29,R_Trough_29,R_Peak_30,R_Trough_30,R_Peak_31,R_Trough_31,R_Peak_32,R_Trough_32,R_Peak_33,R_Trough_33,D_Peak_33,D_Trough_33,D_Peak_34,D_Trough_34,D_Peak_35,D_Trough_35,D_Peak_36,D_Trough_36,D_Peak_37,D_Trough_37,D_Peak_38,D_Trough_38,D_Peak_39,D_Trough_39,D_Peak_41,D_Trough_41,D_Peak_42,D_Trough_42,D_Peak_43,D_Trough_43,D_Peak_44,D_Trough_44,D_Peak_45,D_Trough_45,D_Peak_46,D_Trough_46,D_Peak_47,D_Trough_47,D_Peak_48,D_Trough_48,D_Peak_49,D_Trough_49,Fre_22,Fre_24,Fre_25,Fre_26,Fre_27,Fre_28,Fre_29,Fre_30,Fre_31,Fre_32,Fre_33,Fre_34,Fre_35,Fre_36,Fre_37,Fre_38,Fre_39,Fre_41,Fre_42,Fre_43,Fre_44,Fre_45,Fre_46,Fre_47,Fre_48,Fre_49,epsilon1,delta1
0.66828619,-0.3487322,0.70733906,-0.405408,0.78562568,-0.4241629,0.68886093,-0.3592775,0.72852564,-0.4139754,0.79643293,-0.4533282,0.7289389,-0.354813,0.78257081,-0.4311172,0.75322298,-0.4349649,0.97188705,-0.5747657,1,-0.4719129,1,0.22792904,0.98490243,0.22358248,0.97795665,0.22120316,0.96723338,0.21744004,0.97648765,0.21428264,0.83395449,0.18684026,0.82002925,0.18340204,0.78988117,0.17535277,0.77451219,0.17170455,0.76279836,0.16791914,0.74922576,0.16462059,0.73733066,0.16088223,0.72507351,0.1578957,0.71292483,0.15432574,0.70196148,0.1514972,0.68996423,0.14813377,0.948451259,0.901704785,0.9094596,0.8279804,0.858980473,0.892664233,0.794945007,0.829651924,0.866215518,0.8966846,0.99868517,0.87078483,1,0.79450016,0.99489912,0.77060017,0.7548815,0.73194223,0.72504601,0.71825146,0.71135716,0.70330854,0.69539195,0.68936327,0.68126598,0.67445674,0.117685506,-0.004261598
0.66458053,-0.3463936,0.70331973,-0.4046194,0.78009045,-0.4208956,0.68568104,-0.3577215,0.72337396,-0.4092263,0.79091548,-0.4475338,0.72488857,-0.350001,0.77871083,-0.4239914,0.75319969,-0.4293174,0.97100519,-0.5660682,1,-0.4691273,1,0.22780368,0.98666126,0.22397078,0.98195776,0.22219281,0.97362702,0.21902962,0.98541155,0.21640459,0.8430036,0.18939235,0.82964765,0.18615946,0.79752619,0.17777608,0.78091261,0.17381485,0.76890982,0.16988603,0.75448509,0.16632386,0.74238325,0.16246446,0.72941793,0.15926264,0.71707595,0.15550156,0.70594532,0.15258404,0.69332522,0.1490606,0.946606161,0.900534981,0.908449304,0.827944594,0.858734588,0.891604636,0.794234108,0.828617391,0.864663755,0.896520467,0.99733566,0.87030504,1,0.79147005,0.99590295,0.77162212,0.7554717,0.73090615,0.72486412,0.71974615,0.71412079,0.70624315,0.69701103,0.68937482,0.68038534,0.67333593,0.16273465,-0.097835019
0.66820723,-0.3482482,0.70716525,-0.4049719,0.78538145,-0.4238166,0.68845662,-0.3589724,0.72811457,-0.4138799,0.79604636,-0.4531488,0.72838756,-0.3545341,0.78202122,-0.4306764,0.75261811,-0.4339988,0.97146401,-0.5733592,1,-0.4699542,1,0.22793,0.98480518,0.22357519,0.97771754,0.22118941,0.96684603,0.21741836,0.97597543,0.21425576,0.83339282,0.18680382,0.81949891,0.18338246,0.78973575,0.17538259,0.77453463,0.17175172,0.76296321,0.16798489,0.74949973,0.16469962,0.73771582,0.16097805,0.72554351,0.15800299,0.71349635,0.15444382,0.70260139,0.15163048,0.69070755,0.14827613,0.9487308,0.901930889,0.909649999,0.82806504,0.85912467,0.892949543,0.794896259,0.82972935,0.866376152,0.896433852,0.99914692,0.8706151,1,0.79389794,0.99375403,0.76966884,0.75420641,0.73282264,0.72648368,0.7199738,0.7129856,0.70474031,0.69662044,0.69044578,0.68246132,0.67575749,0.180444958,-0.001389576
0.66687446,-0.3472757,0.70572693,-0.4046706,0.7833331,-0.4225197,0.68726452,-0.3583626,0.72627353,-0.4120178,0.79409994,-0.4509888,0.72698504,-0.352572,0.78067322,-0.4279926,0.75268965,-0.4319082,0.97115883,-0.5699829,1,-0.4686183,1,0.22788324,0.98548151,0.22372037,0.97927177,0.22156261,0.96933162,0.21800008,0.97943557,0.21505941,0.83689865,0.18776512,0.82324934,0.18442283,0.79295703,0.17632684,0.77737009,0.17259382,0.76577249,0.16878678,0.75204762,0.16541502,0.74025356,0.16165995,0.72786358,0.15861467,0.71581016,0.15499269,0.7048893,0.15215714,0.6928333,0.14875025,0.948066073,0.90153105,0.909300848,0.828092672,0.859069147,0.892579001,0.794667368,0.829383919,0.865828262,0.896437156,0.99845847,0.87032251,1,0.79285572,0.99429906,0.77031624,0.75473632,0.73307299,0.72715371,0.72123097,0.71458035,0.70628107,0.69760474,0.69094016,0.68277521,0.67608257,0.18990049,-0.037406237
0.66742907,-0.3478257,0.7063091,-0.4049719,0.78411783,-0.4232508,0.68771232,-0.3588478,0.72698944,-0.4130274,0.79481113,-0.4520664,0.72749249,-0.3535591,0.78112778,-0.4291537,0.75256526,-0.4326799,0.97118487,-0.5711592,1,-0.4689588,1,0.22790126,0.985208,0.22366423,0.97864247,0.22141943,0.96832423,0.21777367,0.97803089,0.21475139,0.83547703,0.18740229,0.82167694,0.18402147,0.79140113,0.17593564,0.77588464,0.17222898,0.76422387,0.16842673,0.75053966,0.16507761,0.73868278,0.16132539,0.72632426,0.15829716,0.7142074,0.15469102,0.70324969,0.15185445,0.69119091,0.14846026,0.948340187,0.901688167,0.909448341,0.828082012,0.859106663,0.89276007,0.794746079,0.829518723,0.866046788,0.896384438,0.99887553,0.87049558,1,0.79319522,0.99388423,0.76988194,0.75426037,0.73239233,0.72624071,0.72012318,0.71342773,0.70522148,0.69682624,0.69027086,0.68204515,0.67525139,0.198830226,-0.023316861
0.66504944,-0.3464668,0.70385204,-0.4046578,0.78083035,-0.4210803,0.68619339,-0.3577532,0.72398604,-0.4094886,0.79168295,-0.447984,0.72541943,-0.3502554,0.77925881,-0.4245047,0.75340499,-0.429793,0.97126987,-0.5667218,1,-0.4688856,1,0.22781241,0.98654904,0.22394403,0.98170801,0.22212542,0.97322876,0.21891935,0.98486804,0.21626123,0.84248214,0.18920092,0.82922472,0.18598643,0.79786588,0.1777834,0.78160584,0.17391898,0.76987152,0.17008328,0.75565332,0.16659654,0.74383139,0.16282073,0.73101996,0.15967554,0.7189535,0.15596111,0.70790872,0.15311539,0.69559624,0.14962618,0.94678936,0.90068712,0.908565655,0.827988516,0.858781774,0.891704653,0.794303115,0.828721374,0.864836054,0.89647881,0.99740566,0.87021475,1,0.79206163,0.99599836,0.77185867,0.75585222,0.73140575,0.72524931,0.71992572,0.71424983,0.70653656,0.6978324,0.69070692,0.68192281,0.6749725,0.151181992,-0.091740727
0.66702082,-0.3481789,0.70590594,-0.4053479,0.78350927,-0.4234599,0.68748772,-0.3592306,0.72669516,-0.4130711,0.79426818,-0.4519517,0.72734548,-0.3537197,0.78090316,-0.429026,0.75266413,-0.4326733,0.97106911,-0.5711571,1,-0.4700351,1,0.22789266,0.98535966,0.22369195,0.97899446,0.22148934,0.96888859,0.21788236,0.97877906,0.2149023,0.83622377,0.18761773,0.82220241,0.18418358,0.79059532,0.17581137,0.77452684,0.17196423,0.76232928,0.16802052,0.74827822,0.16456111,0.73592863,0.16068178,0.72328986,0.15756851,0.71069119,0.15389171,0.69954207,0.15094284,0.68697101,0.14749582,0.948033086,0.901427501,0.909259072,0.82802525,0.859024433,0.892561028,0.794764285,0.82939342,0.865781855,0.89649554,0.9985661,0.87058854,1,0.79298612,0.99432706,0.7700001,0.75406958,0.73090211,0.72440266,0.71819359,0.71153052,0.70327193,0.6944702,0.68745336,0.67886047,0.6718002,0.178287207,-0.030621239
0.6654362,-0.3469122,0.70424117,-0.4049043,0.78121084,-0.421756,0.68627144,-0.3582533,0.72456242,-0.4104971,0.79212959,-0.4490406,0.72580559,-0.3512224,0.77952873,-0.425678,0.75309927,-0.4304567,0.97106775,-0.5677425,1,-0.4694009,1,0.22783262,0.98624468,0.22387969,0.9810175,0.22196436,0.972125,0.21865647,0.9833046,0.21591837,0.8408529,0.18881614,0.82728916,0.18551864,0.7953939,0.17715288,0.77897078,0.17323658,0.7669397,0.16931087,0.75265121,0.16578813,0.7404939,0.16192975,0.7276455,0.15876146,0.71524511,0.15503129,0.70411295,0.15211003,0.69153691,0.14861402,0.947081207,0.900841108,0.908725975,0.82799049,0.858845182,0.891926888,0.794431398,0.82888591,0.865038875,0.896516978,0.99765935,0.87032887,1,0.79208039,0.99549468,0.77120895,0.75514423,0.73098046,0.72476215,0.71927442,0.71329369,0.70530196,0.6962583,0.68888068,0.68004275,0.67299865,0.162371641,-0.076355507
0.66737267,-0.3478185,0.7063095,-0.4048659,0.78417961,-0.4230889,0.68787048,-0.3586426,0.72716426,-0.4127226,0.79497977,-0.4518518,0.72776836,-0.3534727,0.78141517,-0.429247,0.75286538,-0.4331023,0.97139704,-0.5719608,1,-0.4699501,1,0.22790337,0.98522467,0.22365885,0.97868977,0.22140264,0.96840359,0.21774842,0.97812275,0.21471471,0.83556627,0.18736282,0.82174523,0.18396167,0.79130318,0.17581335,0.77573896,0.17208336,0.763981,0.16824542,0.75028128,0.16488041,0.73833464,0.16109596,0.72597895,0.15805878,0.71377578,0.15444617,0.70282325,0.15158183,0.69068524,0.14818562,0.948236069,0.901606435,0.909374115,0.828055873,0.859042465,0.892628455,0.794823775,0.829510812,0.865981555,0.89654516,0.99844375,0.87042531,1,0.79346431,0.99457614,0.77032436,0.75472156,0.73273483,0.72642452,0.72007792,0.71320045,0.70488021,0.69632396,0.68984811,0.6817378,0.67500814,0.155729516,-0.022750493
0.66766904,-0.3479724,0.70656857,-0.4050573,0.78447723,-0.4234734,0.68792431,-0.3589706,0.72728462,-0.4133312,0.79515274,-0.4524234,0.72771826,-0.3538414,0.78135556,-0.4295479,0.75258844,-0.432996,0.97126953,-0.5716153,1,-0.469057,1,0.22790709,0.98512291,0.22364616,0.97844528,0.22137357,0.96800937,0.21770246,0.97759794,0.21465285,0.83504954,0.18727922,0.82125353,0.1838993,0.79119824,0.17587268,0.77578433,0.17220156,0.76420346,0.16843042,0.75058424,0.16510844,0.73880281,0.16138434,0.72649198,0.15837683,0.71444956,0.15478743,0.70350723,0.15197454,0.69154287,0.14859314,0.948436423,0.901751559,0.9095003,0.828079674,0.859115926,0.892814191,0.79476378,0.829563831,0.866134705,0.896356511,0.99902428,0.8705373,1,0.7934164,0.99378914,0.76982988,0.75422422,0.73229677,0.72604755,0.71985067,0.71316109,0.70503491,0.69685305,0.69045636,0.68225764,0.67547457,0.199756035,-0.018839742
0.66752645,-0.3484831,0.70646372,-0.4053791,0.7843248,-0.4238479,0.68798374,-0.3593438,0.72743602,-0.4136406,0.79507182,-0.4526748,0.72794241,-0.3543786,0.78149086,-0.4300236,0.75271022,-0.433537,0.97124549,-0.5725722,1,-0.4707222,1,0.22791111,0.98510429,0.22363524,0.97841068,0.2213423,0.96795575,0.21765527,0.97747815,0.2145853,0.83490463,0.18723588,0.82081418,0.1837722,0.78951724,0.17544927,0.77364344,0.17164833,0.76149084,0.16772457,0.7475752,0.16430398,0.73526016,0.16044114,0.72273614,0.15736027,0.71017002,0.15371286,0.6990572,0.15077611,0.68658093,0.14735353,0.948278278,0.901579094,0.909386222,0.828016571,0.859037781,0.892681036,0.794868806,0.829531982,0.8659909,0.896536027,0.99871165,0.87065961,1,0.79345295,0.99428455,0.769881,0.75404017,0.73115222,0.72451301,0.71803416,0.71117761,0.70289591,0.69428062,0.68752003,0.67908302,0.67207586,0.164647743,-0.016684801
0.66697791,-0.3479875,0.70589646,-0.4051084,0.78355928,-0.4231501,0.68757384,-0.3588853,0.72676775,-0.4126495,0.79439074,-0.4516212,0.72748933,-0.3534408,0.78107949,-0.4289174,0.75286291,-0.4328309,0.9712316,-0.5715467,1,-0.4704339,1,0.22789341,0.98537592,0.2236897,0.97903941,0.22148163,0.9689627,0.21787018,0.97887699,0.21488416,0.83631845,0.18759102,0.82235199,0.18415834,0.79091011,0.17579698,0.7749188,0.17195724,0.76277317,0.168015,0.74878888,0.164563,0.73648726,0.16068513,0.7239118,0.15758076,0.7113611,0.15391285,0.70026765,0.15096595,0.68774775,0.14752732,0.947988306,0.901405731,0.909227372,0.82802225,0.858991932,0.892485215,0.79480918,0.829398985,0.865762352,0.896595571,0.9982417,0.87048624,1,0.79316781,0.99481392,0.77036259,0.75451994,0.73159535,0.72508707,0.71874392,0.71192531,0.70355792,0.69466375,0.68781212,0.67941578,0.67250866,0.14923451,-0.030525677
0.66698105,-0.3476648,0.70589118,-0.4049183,0.78356481,-0.4228585,0.68753089,-0.3586239,0.72663904,-0.4123241,0.79439144,-0.4513347,0.72737169,-0.3530245,0.78102095,-0.4285398,0.7529,-0.4325424,0.97130363,-0.5710288,1,-0.4696789,1,0.22788909,0.98543519,0.2237043,0.97917211,0.22151956,0.96917437,0.21792849,0.97919341,0.21496581,0.8366575,0.18766737,0.82287408,0.18428428,0.79209104,0.17608257,0.77633333,0.17231027,0.76450093,0.16845032,0.75066701,0.1650494,0.73865932,0.1612464,0.72619161,0.15817923,0.71393039,0.15454013,0.70293172,0.15166065,0.6906865,0.1482419,0.948002768,0.90145161,0.909245476,0.828047625,0.859010377,0.892496182,0.794746947,0.829385343,0.86578834,0.89653098,0.99828459,0.87038905,1,0.7931688,0.99473526,0.77049378,0.75479183,0.73234639,0.72605131,0.71987724,0.71317542,0.70491094,0.69623622,0.68954828,0.68127144,0.67446456,0.159060865,-0.033956203
0.66741771,-0.3484269,0.70638175,-0.4053173,0.78424063,-0.4236691,0.68801773,-0.3591833,0.72742556,-0.4133144,0.79505843,-0.4523845,0.72802546,-0.354167,0.78158651,-0.4298749,0.75292009,-0.4336573,0.97137259,-0.5728477,1,-0.4712744,1,0.22790851,0.9851728,0.22364359,0.97857485,0.22136256,0.96822057,0.21768696,0.97783646,0.21462792,0.83526952,0.18728823,0.82119606,0.18382112,0.7897831,0.17546361,0.77385896,0.17164588,0.76166243,0.16770384,0.74772367,0.1642714,0.73537213,0.16039226,0.72283686,0.15730401,0.71023721,0.1536497,0.69912753,0.15070011,0.68660877,0.14727361,0.948153476,0.901491885,0.909307307,0.827999153,0.858988066,0.892560247,0.794895239,0.829499293,0.86590845,0.896641189,0.99838666,0.87062547,1,0.79357067,0.99482102,0.77031267,0.75444142,0.73123728,0.72450477,0.71795004,0.71106613,0.70276289,0.69407648,0.68735714,0.67896472,0.67199928,0.13661568,-0.019324046
0.66692424,-0.3472806,0.70586309,-0.4046161,0.78358819,-0.4223826,0.6875811,-0.3581541,0.72659233,-0.411686,0.79448694,-0.4508045,0.72741827,-0.3524474,0.7811452,-0.428141,0.75316389,-0.4325168,0.97153848,-0.5710366,1,-0.4696059,1,0.22788462,0.98552612,0.22371924,0.97938599,0.22155583,0.96951869,0.21798663,0.97968507,0.21504333,0.83717356,0.18773904,0.82358901,0.18439861,0.79342164,0.17633127,0.7778876,0.17261698,0.76634068,0.16882397,0.75266403,0.16546868,0.74092746,0.16172716,0.72858183,0.15869572,0.71658975,0.15508542,0.70570376,0.15226195,0.6937133,0.14886457,0.947924839,0.901431525,0.909200144,0.828053852,0.858978086,0.892397979,0.794732848,0.829362393,0.86576443,0.896580918,0.99799089,0.87024191,1,0.79337369,0.99522924,0.7710004,0.75547641,0.73336916,0.72716989,0.72101208,0.71432174,0.7060959,0.69756205,0.69114522,0.68308929,0.67646224,0.136102205,-0.037972157
0.66473568,-0.346433,0.70352164,-0.4044521,0.78032119,-0.4209235,0.68583302,-0.3576072,0.723804,-0.4093551,0.79131432,-0.4478095,0.72528437,-0.3503318,0.77906595,-0.4246168,0.75320979,-0.4298906,0.97103157,-0.5671382,1,-0.4698152,1,0.22781807,0.98648281,0.22392632,0.98156194,0.22208043,0.97299731,0.21884555,0.9845107,0.21616508,0.84205331,0.18911784,0.8285584,0.18583099,0.79626457,0.17734853,0.77964071,0.17335876,0.76748084,0.169369,0.75308254,0.16579009,0.7408098,0.16187557,0.72789059,0.15866742,0.71538025,0.15490536,0.70425608,0.15193927,0.69151739,0.14842026,0.946750018,0.90061592,0.90852216,0.827949903,0.858746338,0.891673297,0.794382802,0.828732758,0.864770545,0.896633921,0.99711488,0.87020888,1,0.79172214,0.99612229,0.77171712,0.75568853,0.73162496,0.72551782,0.72003168,0.71386808,0.70554638,0.69585837,0.68830348,0.67956307,0.67271509,0.134800766,-0.087834155
0.66470426,-0.3464423,0.7035072,-0.4045925,0.78036802,-0.4208948,0.68594673,-0.3576407,0.72370882,-0.4091677,0.79128379,-0.447586,0.72525059,-0.3500839,0.77907279,-0.4242368,0.75343571,-0.4296931,0.97120103,-0.566791,1,-0.4695808,1,0.22780771,0.98663152,0.22395824,0.98189849,0.22215996,0.97353577,0.21897525,0.98527477,0.21633452,0.84287329,0.18930749,0.82951669,0.18606437,0.79744183,0.17768827,0.78084804,0.17373831,0.76886007,0.16981261,0.75446499,0.16626062,0.74236762,0.16240371,0.72943076,0.15921058,0.7170953,0.15545763,0.70597517,0.15254168,0.69337674,0.14902484,0.946594642,0.900524633,0.908434752,0.827937156,0.858705182,0.891554841,0.794309388,0.828637711,0.864667287,0.896559222,0.99711229,0.87023145,1,0.79187021,0.99638502,0.77201592,0.7559314,0.73109782,0.72484485,0.71953573,0.71380372,0.70592796,0.69676963,0.68928976,0.68036696,0.67334452,0.130366138,-0.095380844
0.66625077,-0.3470045,0.70507664,-0.4047523,0.782395,-0.4221073,0.68678581,-0.3582696,0.72546339,-0.4112606,0.79322708,-0.450059,0.72641487,-0.3518215,0.78013755,-0.4268253,0.75289061,-0.4311503,0.97114245,-0.5687166,1,-0.4686689,1,0.22785826,0.98585376,0.22379887,0.98012338,0.22176199,0.97069404,0.21832643,0.98133244,0.21548649,0.8388462,0.18827682,0.82531291,0.18497643,0.79460183,0.17683438,0.7787445,0.17305125,0.76709659,0.1692305,0.75318355,0.16581525,0.74136234,0.16204945,0.72881134,0.15896641,0.71673565,0.15530905,0.70575874,0.15246712,0.69359627,0.14902909,0.947631131,0.901242527,0.909053193,0.82806113,0.858982495,0.892297737,0.79453296,0.829157712,0.865489702,0.896445472,0.99812862,0.87028701,1,0.79250564,0.99478376,0.77074706,0.75498774,0.73236073,0.72638695,0.72074099,0.71446904,0.70638118,0.69768318,0.6907878,0.68236271,0.67555296,0.18389696,-0.056673944
0.66512142,-0.3463505,0.70389558,-0.4044862,0.78087776,-0.4210241,0.68612611,-0.3576509,0.72400872,-0.4095732,0.79172158,-0.4481037,0.72537025,-0.3503097,0.77920466,-0.4246614,0.75319256,-0.4297948,0.97114467,-0.566694,1,-0.4686361,1,0.22781897,0.98644167,0.22392324,0.98146187,0.22207438,0.97283434,0.21883652,0.98432105,0.21615257,0.8419027,0.18907008,0.82862505,0.18584707,0.79748149,0.17765515,0.78129466,0.17380149,0.76965004,0.16996517,0.75551751,0.16648871,0.7437234,0.16271129,0.73098778,0.15957689,0.71894567,0.15587322,0.70794834,0.15302642,0.69568218,0.14954798,0.946941006,0.900794523,0.908653879,0.82800496,0.858824926,0.891821614,0.794311769,0.828792485,0.86494868,0.896490339,0.99751072,0.87019166,1,0.79187388,0.99563619,0.77154511,0.75564942,0.73211876,0.72623924,0.72102273,0.7151932,0.70727201,0.69834132,0.69113256,0.68248421,0.67563824,0.166851221,-0.086649614
0.66661784,-0.3475577,0.70548177,-0.4049644,0.78295929,-0.422707,0.6871487,-0.3586566,0.72611626,-0.412083,0.79377482,-0.4509486,0.72692901,-0.3527178,0.78056497,-0.4279568,0.75279157,-0.4319722,0.97111191,-0.5701015,1,-0.4694997,1,0.22787733,0.98558554,0.22373932,0.97951395,0.22160966,0.96971978,0.21807673,0.97995018,0.21515977,0.8374168,0.1879094,0.82361583,0.18453096,0.79239382,0.17624156,0.77642012,0.17241451,0.76445073,0.16851318,0.75046854,0.1650669,0.73833625,0.16122747,0.72574891,0.15812433,0.71336557,0.15445474,0.70230718,0.15154422,0.68990067,0.14810091,0.947842436,0.901340039,0.909160148,0.82804493,0.859001387,0.892427258,0.794679483,0.829291296,0.865639927,0.896508158,0.99824683,0.87040021,1,0.79276565,0.99465437,0.77042769,0.75461573,0.73188605,0.72566202,0.71965942,0.71306572,0.70477728,0.69588245,0.68892279,0.68048116,0.67359366,0.172838682,-0.04232417
0.66522769,-0.3463456,0.70400133,-0.4043642,0.78097364,-0.4210666,0.68612673,-0.3576085,0.72419898,-0.4097503,0.79188652,-0.4483406,0.72549687,-0.3505321,0.77930241,-0.4250437,0.75305008,-0.4300257,0.97105923,-0.5671071,1,-0.4687833,1,0.22782888,0.98629942,0.22389236,0.98114066,0.22199638,0.97232112,0.21870984,0.98359702,0.21598715,0.84113739,0.18887904,0.82776353,0.1856232,0.79656446,0.17737493,0.78040603,0.17350524,0.76866776,0.1696316,0.75456521,0.16614606,0.74267051,0.16233478,0.72997337,0.15919725,0.71783066,0.1554934,0.70684289,0.15261675,0.69450957,0.14914161,0.947094652,0.900890925,0.908740708,0.828019013,0.858860804,0.891927808,0.794382688,0.828883522,0.865057382,0.896542515,0.99752247,0.8701644,1,0.79186588,0.995462,0.77136218,0.75555551,0.73271393,0.72695055,0.72157502,0.71539776,0.70714823,0.69786529,0.69063244,0.68214897,0.67541937,0.166846427,-0.079322354
0.6662415,-0.3476045,0.7051376,-0.4051703,0.7824653,-0.4225898,0.68701805,-0.3587111,0.72581097,-0.4116501,0.7933853,-0.4504325,0.72682859,-0.352411,0.78046657,-0.4274261,0.75314394,-0.4318469,0.9712456,-0.5699535,1,-0.4702979,1,0.22786262,0.9858396,0.22378729,0.98010216,0.22172908,0.97066371,0.21827167,0.98124688,0.21541582,0.83875563,0.18822488,0.82496162,0.18485065,0.79309874,0.17645938,0.77680933,0.17257022,0.76464921,0.16862511,0.75045712,0.16512908,0.73816777,0.16125081,0.72541104,0.1581068,0.71287859,0.15440034,0.70172821,0.15145736,0.68912328,0.1479841,0.947458341,0.901060756,0.908926761,0.827988918,0.858886542,0.8921386,0.794643973,0.82911958,0.865349948,0.896582703,0.9978219,0.87040748,1,0.79282302,0.99547242,0.77100919,0.754999,0.73092811,0.72436012,0.71835763,0.71200706,0.70390915,0.69501272,0.68788989,0.67918185,0.67212624,0.138888378,-0.054525817
0.66577688,-0.3466001,0.7045633,-0.4046218,0.78167931,-0.4215827,0.68649944,-0.357975,0.72474831,-0.4104796,0.79253624,-0.4491569,0.72586687,-0.3510524,0.77965538,-0.4257245,0.75299059,-0.4303844,0.97113321,-0.5674742,1,-0.4682608,1,0.22783818,0.98613636,0.22386087,0.98076596,0.22191875,0.97172122,0.21858304,0.98277738,0.21582111,0.84033149,0.1886671,0.82698172,0.18542248,0.79635587,0.17732925,0.78044862,0.17354453,0.768938,0.16975485,0.75498673,0.16633448,0.74330482,0.16259777,0.730711,0.15950811,0.71877512,0.15584219,0.70782254,0.15302877,0.69573209,0.14958068,0.94734946,0.901076679,0.908898628,0.828054232,0.858935612,0.89211692,0.794400302,0.828998019,0.865275732,0.896425518,0.99794418,0.87023349,1,0.79218301,0.99502326,0.77105291,0.75525159,0.73235818,0.72650972,0.72115079,0.71516665,0.70723571,0.69859029,0.69164705,0.68315315,0.67636005,0.188248631,-0.071504978
0.66675444,-0.347453,0.70560917,-0.4048349,0.78314963,-0.4226568,0.68720199,-0.3585469,0.72620619,-0.4121162,0.79393299,-0.4510268,0.72695615,-0.3527124,0.78060969,-0.4280324,0.75270555,-0.4319571,0.97110693,-0.5700698,1,-0.4690827,1,0.22788124,0.98551643,0.22372631,0.97935312,0.22157779,0.9694622,0.21802499,0.97960268,0.21509213,0.83706258,0.18781895,0.82331285,0.18445232,0.7924933,0.17624299,0.7766926,0.17245597,0.76487549,0.16859269,0.7510084,0.16517853,0.73901205,0.1613727,0.72651409,0.15829475,0.71426272,0.15464588,0.70326355,0.15176551,0.69100286,0.14833847,0.947970157,0.90144271,0.909239573,0.82806873,0.859040012,0.892518009,0.794679198,0.829345578,0.865743012,0.896472782,0.99837966,0.87037584,1,0.79278687,0.99442225,0.77031087,0.75460462,0.73241743,0.72634354,0.72036804,0.71372183,0.70540374,0.69658402,0.68974812,0.68143649,0.67463707,0.1834369,-0.039037031
0.6654634,-0.3466868,0.70431375,-0.4046176,0.78138769,-0.4214216,0.68646729,-0.3578555,0.72471527,-0.4100717,0.79238118,-0.4487485,0.72601296,-0.3509634,0.77978271,-0.4256235,0.75332,-0.430665,0.97127487,-0.5682038,1,-0.469612,1,0.2278351,0.98624354,0.22387322,0.98102174,0.22194747,0.9721346,0.21862865,0.98331878,0.21588211,0.84087147,0.18876077,0.82740857,0.18547561,0.79593276,0.17718302,0.7796862,0.1733043,0.7678139,0.16941123,0.75365446,0.16591964,0.74164503,0.16209092,0.7289059,0.15894833,0.71665241,0.1552409,0.70560719,0.15234684,0.69318603,0.14886911,0.947067322,0.900847465,0.90871035,0.827988759,0.858814427,0.891866205,0.794473483,0.828902428,0.865052663,0.896580465,0.99736648,0.87019142,1,0.79236039,0.99597752,0.7716587,0.75576751,0.7320093,0.72580273,0.72017346,0.71403648,0.70595703,0.69690844,0.68975911,0.68115714,0.67429183,0.132485544,-0.075377189
0.66475552,-0.3460827,0.70358371,-0.4041944,0.78062366,-0.4204592,0.6861157,-0.3571418,0.72379587,-0.4086939,0.79152239,-0.4472635,0.72536335,-0.3497307,0.77925399,-0.4241149,0.75356921,-0.4297996,0.97137124,-0.5670073,1,-0.4694157,1,0.22781053,0.98661403,0.22395111,0.98186313,0.22214143,0.97348,0.21894479,0.98521024,0.21629512,0.84281146,0.18923905,0.82962051,0.18602558,0.79832337,0.17779541,0.78206498,0.17391569,0.77036544,0.17005825,0.75618946,0.16656264,0.74437359,0.16276756,0.73161279,0.15961993,0.71955437,0.15590504,0.70857387,0.153045,0.6962617,0.14955879,0.946648085,0.900592798,0.908463902,0.827953998,0.858704006,0.891551699,0.794328024,0.828680459,0.864741888,0.896596194,0.99691594,0.870066,1,0.79206484,0.9966489,0.7723678,0.75653634,0.73261508,0.72655402,0.72118167,0.71527655,0.70728104,0.69815275,0.69097566,0.68239122,0.67563201,0.113433834,-0.093953323
0.66654119,-0.3472568,0.70535189,-0.4047691,0.78277531,-0.4224519,0.68692358,-0.3584569,0.72581711,-0.4118652,0.79353338,-0.4506935,0.72660342,-0.3523741,0.78027028,-0.4275379,0.75259569,-0.4314729,0.97097976,-0.56927,1,-0.468666,1,0.22787343,0.98561404,0.22375035,0.97957277,0.22164004,0.96981246,0.21812748,0.98009762,0.21522593,0.83756204,0.18797658,0.82386384,0.18462989,0.793044,0.17642632,0.77721271,0.17263053,0.76543072,0.16877186,0.75153941,0.16534941,0.73957719,0.16154818,0.72705446,0.15846293,0.71483625,0.15480727,0.70384104,0.15193146,0.69158668,0.14849812,0.94790153,0.901407732,0.909208175,0.828077693,0.859048296,0.892499651,0.794611092,0.829295423,0.865682132,0.896440063,0.99840924,0.87037178,1,0.79248953,0.994278,0.77023671,0.75451545,0.73245434,0.72655199,0.72076362,0.71421122,0.70588755,0.69698609,0.69004232,0.68169619,0.67490332,0.199685021,-0.044645843
